City,urban_environmental_variable,Distance,Sampling_Design,Distance_by_Sampling_Design,eta2_Predictor,eta2_Sampling_Design,eta2_Interaction,R2_adjusted
Talca,Precipitation_Seasonality,0.0896,0.07639,0.40684,0.06619456981078628,0.27168260915937703,0.018979017966735998,0.2849138185241815
Tampa,Precipitation_Seasonality,0.84179,0.97883,0.47378,0.03929900107162317,0.1208664649892903,0.048462692838157066,0.07265892792737494
Tehran,Precipitation_Seasonality,0.02297,0.47241,0.34527,0.05440147251411842,0.0031378542499347077,0.021241577345588417,0.03411645123263862
Temuco,Precipitation_Seasonality,6e-4,0.01777,0.23191,0.137800319597546,0.0431829893033463,0.021921138298868457,0.15569820434310444
Thessaloniki,Precipitation_Seasonality,0.01886,0.23541,0.00116,2.0180291404928502e-4,0.3232779179472816,0.0908591916556123,0.33966206540991917
Tokyo,Precipitation_Seasonality,0.88957,0.68915,0.00765,0.04420512050307389,0.09206004570979463,0.057178717257741346,0.14370464556696783
Toluca,Precipitation_Seasonality,0.04974,0.99005,0.43996,6.998237478280077e-4,0.10839713474037872,0.03383107710614533,0.05836731186935851
Toronto,Precipitation_Seasonality,0,0.40957,4e-4,0.16420028530971875,0.26987968425075193,0.10727263358274682,0.38102627701021174
Trondheim,Precipitation_Seasonality,3e-5,0.73259,0.1698,0.06942875506932046,0.2570305402489506,0.03328892862646921,0.28020523936798525
Vancouver,Precipitation_Seasonality,1.4e-4,0.94193,0.09773,0.06676690024586394,0.17587166484068392,0.0426875181356429,0.21129655998709773
Victoria,Precipitation_Seasonality,5e-4,0.44329,0.00248,0.4641611816518723,0.09317445251777239,0.09903759469050712,0.49439974894780725
Warsaw,Precipitation_Seasonality,0.10021,0.07219,5e-5,0.07993390425559987,0.20231552802698724,0.11163926968640375,0.2928255225064036
Washington,Precipitation_Seasonality,0,0.40828,0,0.05451399368072032,0.3753257144627366,0.37833894813304497,0.5406347264937433
Waterloo,Precipitation_Seasonality,0.00586,0.78738,3e-5,0.01746556311470342,0.49053453252909174,0.18816620771651257,0.5197516172924088
Winnipeg,Precipitation_Seasonality,1e-5,0.00541,0,0.039398430386992075,0.05699543455445185,0.15748508482361206,0.19090135284816367
Wollongong,Precipitation_Seasonality,0.01448,0.83017,0.00213,0.33281334606369356,0.28206395856506783,0.0977494083025517,0.4753658083751421
Wuhan,Precipitation_Seasonality,0.85496,0.98222,0.61182,0.027169777878100182,0.15750581774300276,0.011674856765772656,0.1477456914724904
Zurich,Precipitation_Seasonality,0.01547,0.74442,0.18587,0.057504200203063884,0.09039618013039903,0.03128196489994377,0.12268703005026571
Albuquerque,Aridity_Index,0.0386,0.35729,0.21183,0.20878719240193291,0.007741096981497863,0.027333323378599537,0.19629589284198368
Almada,Aridity_Index,0.89937,0.95388,0.99087,0.0032154782083628087,0.010427253325003742,6.724193127967653e-4,-0.028896998052828193
Amsterdam,Aridity_Index,0,0.18843,0.0259,0.08534501194458564,0.37065059989183385,0.05861104066406241,0.40054743930288605
Anchorage,Aridity_Index,0.31183,0.77061,0.49178,0.07090130336690433,0.01763693310740232,0.0149034281643753,0.059171380144365515
Antwerp,Aridity_Index,3e-5,0.057,0.069,0.4447581697915859,0.004329005939731552,0.04603635951794108,0.43534000742813306
Armidale,Aridity_Index,0,0.00261,0.26006,0.579782788809025,0.3062035137936104,0.025972044503754847,0.632671556894843
Athens,Aridity_Index,0.85318,0.73556,0.39301,0.1987645513131539,0.21168938047504796,0.02875996610509468,0.30887734244038767
Atlanta,Aridity_Index,0,0.63907,0.71023,0.38165415482025367,0.04370420555742375,0.008108567507433892,0.37680352249976157
Atlantic_City,Aridity_Index,0.18114,0.00125,0.00344,0.1123504256305546,0.027950054781991997,0.08147322356632652,0.16098906443024308
Baltimore,Aridity_Index,0,0.12884,0.01748,0.20288550287156176,0.017990037506182482,0.06681928602330789,0.22053887550437778
Barrie,Aridity_Index,0.02719,0.89894,0.0767,0.34368534238698445,0.20997899486848184,0.0729421100463709,0.42307126360365566
Baton_Rouge,Aridity_Index,0,0,1e-5,0.496222604710954,0.16472808664058627,0.14500463663519245,0.5571846243072456
Beijing,Aridity_Index,0.0493,0.30765,0.15853,0.061310112200668496,0.5967701058084438,0.05694060334856495,0.5856933999319873
Berlin,Aridity_Index,0.06772,0.86433,0.01888,0.28997921047444813,0.1895343742526181,0.07517340762441353,0.38782340895679235
Bern,Aridity_Index,0.91449,0.32101,0.00775,0.1418771750261986,0.10664627237883222,0.07456852060467976,0.234043647306732
Bogota,Aridity_Index,2e-5,0,0,0.051333313164244464,0.02314677137049771,0.24130425764064675,0.24993794953505766
Boston,Aridity_Index,0.01774,0.43925,0.39409,0.09090979279821618,0.02893842769713662,0.017762723781322185,0.09209709926784104
Brantford,Aridity_Index,0,0.15571,0.21562,0.8043288629791769,0.017619300286268843,0.042608581176609026,0.7934243394720851
Brighton,Aridity_Index,0.39796,0,0.00174,0.10890726121889416,0.13899595201417728,0.09919663008557854,0.2476454599844009
Brussels,Aridity_Index,7.2e-4,7e-5,0.3743,0.21670406636015696,0.5570312378798838,0.027793018082727133,0.5849612308488146
Buenos_Aires,Aridity_Index,0.40678,0.0013,0.11006,0.015620846471691376,0.27418662391389687,0.032867220588222876,0.27229187572358615
Burlington,Aridity_Index,0,0.17478,1e-5,0.38796841827190764,0.21657293805509362,0.12300720612500401,0.4954401084692478
Calgary,Aridity_Index,0,0.25286,0.30118,0.44732588984894295,0.005594314591498586,0.023380939949110294,0.4314940840129947
Cambridge,Aridity_Index,0,0.02222,0,0.4091783093910075,0.06688506219557046,0.1718252533374503,0.4689996000726607
Canberra,Aridity_Index,0.00758,0.32039,0.18781,0.015833059556999027,0.2882027874692474,0.03132900047938836,0.2798121585918637
Cape_Town,Aridity_Index,0.23054,0.55491,0.7033,0.013272790177045088,0.08720083993057774,0.018743054445487697,0.0296866673468692
Charlotte,Aridity_Index,0,0.87592,0,0.8767782485212697,0.26834960269051705,0.23446014528837855,0.8809747167433641
Charlottetown,Aridity_Index,0.23225,0.00243,0.0516,0.03209382170602997,0.07606664146242284,0.04626207511634768,0.10399408906208818
Chicago,Aridity_Index,6e-5,0.10003,0.56951,0.42423871588554113,0.2679788190893738,0.011345863654013508,0.508239317731346
Christchurch,Aridity_Index,0.36752,0.29094,0.71879,0.0028267300314121597,0.042697202882820064,0.008603736734226552,0.010371431271939957
Cincinnati,Aridity_Index,0,0.03626,0.04528,0.6378649369245586,0.029136503876641198,0.051658780299347194,0.6323260232227972
Cleveland,Aridity_Index,0,0.72677,0,0.5400226213482794,0.357700006278204,0.1558894567477838,0.6421976553896587
Cologne,Aridity_Index,0.25507,0.95369,0.02551,0.04760986306636641,0.14360069161963546,0.08759192859361119,0.1860157512375914
Curitiba,Aridity_Index,0.18096,0.73449,6e-5,0.24937473389309867,0.20204379830289754,0.15823330479993608,0.4055134614590693
Denver,Aridity_Index,0.30543,0.95544,0.71566,0.08568018349465278,0.006777380289650157,0.008367034774271207,0.0590567611710382
Detroit,Aridity_Index,0.25189,0.14147,0.10094,0.15258105018468796,0.08772472390622132,0.04081683614281756,0.20609243510684405
Edmonton,Aridity_Index,0,0.35358,0.36205,0.8265917158684298,0.070143978499303,0.018265516453346654,0.822470249715215
Fairbanks,Aridity_Index,0.00161,0.36568,0.0196,0.01802094751156027,0.019392295004641256,0.06396019337012915,0.05375551376344112
Fergus,Aridity_Index,4.1e-4,0.99837,9.4e-4,0.01173764237318077,0.25807934793892856,0.2024338201974944,0.31999259947376724
Frankfurt,Aridity_Index,0.1876,0.08981,0.00197,0.17012974800010155,0.05323161914533995,0.092061458298082,0.23254814583656713
Fredericton,Aridity_Index,0,0.03084,0,0.6444688995757257,0.46645633569041034,0.17636815946896653,0.731618564981839
Freehold,Aridity_Index,6.3e-4,0.84945,0,0.0059546505543279955,0.46091372585266094,0.2802738526014077,0.5384488072086784
Ghent,Aridity_Index,0.93902,0.13674,0.01804,0.17080024934500854,0.09449313662445592,0.061140912731758375,0.24096205789462644
Glasgow,Aridity_Index,7.3e-4,0.43226,0.08226,0.38578648356407635,0.02789273233477711,0.044087040417965316,0.38499613758004037
Guelph,Aridity_Index,0.00184,0.52496,4.1e-4,0.6924265851565891,0.21447819800142318,0.2214966387268155,0.7119252946689731
Halifax,Aridity_Index,0.73145,0.68041,0.16042,0.007415759166443319,0.019833632791749878,0.034612145358835375,0.014680914147470303
Halle,Aridity_Index,0,0.34044,0,0.4194289479989486,0.44301552545649875,0.2929799528710447,0.6429384648888065
Helsinki,Aridity_Index,2e-5,0.04769,0.07826,0.10083283842321697,0.031020643337928047,0.045411912575695323,0.12064938859058438
Hempstead,Aridity_Index,0.14916,0.44915,0.04322,0.006587529136452027,0.03909344062898868,0.05333482445459106,0.05106444608894578
Hiroshima,Aridity_Index,0.53392,0.02239,0,0.1714335095008636,0.08273418948955051,0.19145473169557495,0.3212180295685634
Houston,Aridity_Index,0.01256,0.08699,0.05266,0.0011725115350095401,0.2791771404962404,0.04599884189937257,0.2740661848921164
Indianapolis,Aridity_Index,0,0.02217,0,0.7532381123130726,0.16485865734500948,0.156337485276968,0.7663107938322071
Jacksonville,Aridity_Index,0.00108,0.95343,0.33155,0.26927165484188137,0.09477854370613976,0.023061484336698572,0.2998788573877341
Kalamazoo,Aridity_Index,0,0.82739,0.42009,0.5242417101095599,0.08561089631070588,0.018816006283788957,0.5271178169857406
Kunming,Aridity_Index,0,1e-5,0,0.49777621005397393,0.15071104321523496,0.2854461633157452,0.5961810868527905
Kyoto,Aridity_Index,0.34799,0.46019,1e-4,0.03379346345405355,0.30547048594765625,0.1201487180166104,0.35307588153077085
Lake_Charles,Aridity_Index,0.92222,0.47674,0.04909,0.2987864091326661,0.1456602080945548,0.0515257454638603,0.3656274385370779
Landshut,Aridity_Index,0.00597,0.07369,0.03612,0.13866864092791031,0.28497195655631463,0.04451058224840541,0.35407654393092025
Lansing,Aridity_Index,0,0.37217,0.50369,0.8252278386818555,0.06308713193245295,0.015368680478260718,0.819738926686973
Lanzhou,Aridity_Index,0.04372,0.57847,0.00174,0.026642571268982652,0.24499144362727274,0.09539669777303941,0.2817852145203178
Latacunga,Aridity_Index,0,0.44454,0.35439,0.5656974413829953,0.100508476187987,0.02151767113690214,0.570253356126977
Leuven,Aridity_Index,0.28376,0.86541,0.74113,0.165053400673234,0.12449648361134616,0.010316791558942023,0.21622679989310123
Linkoping,Aridity_Index,2e-5,3e-5,4e-4,0.5523744842629619,0.21375442372469358,0.10304606554632303,0.6024376972461244
Lisbon,Aridity_Index,0,0.04028,0.00276,0.16720312313345628,0.0339836757995502,0.07173409821916872,0.2103155905133698
Little_Rock,Aridity_Index,0,0.03713,0.54391,0.31436127942343395,0.22939213168157463,0.016263255696562492,0.40551455647330126
London,Aridity_Index,0,0.41251,0,0.6615772259626526,0.5933580329256157,0.25990334762781087,0.7803531261251881
Los_Angeles,Aridity_Index,0.31515,0.51734,0.01562,0.03360322176397861,0.06580094727294418,0.06415400885415863,0.10980738849317218
Louisville,Aridity_Index,0,0,0,0.7954402012652344,0.02686714371402034,0.16760834463736626,0.7966399364681123
Madison,Aridity_Index,0,0.00731,0,0.5796000309804283,0.15477446356173813,0.19121648728088275,0.629669424428492
Manchester,Aridity_Index,0.97909,0.93216,0.0809,0.18714835206710181,0.24516407090008507,0.043755047710854936,0.34615418629271
Medellin,Aridity_Index,0,0,0,0.014533734891395405,0.06661672751524779,0.26207121952019274,0.27356811905253475
Melbourne,Aridity_Index,0.36727,0.92251,1e-4,0.26606484063302166,0.18994099103456094,0.16330094660848812,0.4089162198607301
Memphis,Aridity_Index,0,0.37832,0.07718,0.4038937734795471,0.08594776401423013,0.035822662713376446,0.42643207097919167
Mexico_City,Aridity_Index,0,0.10266,1e-5,0.19896387115159198,0.36630894967680566,0.18978216191236574,0.4861764024280225
Minneapolis,Aridity_Index,0,0.00488,0,0.7276923447019211,0.0747244160728453,0.15842377897128654,0.7355140949097826
Moncton,Aridity_Index,0,3.9e-4,3.3e-4,0.7235520754095279,0.1188074843658187,0.11770852961045149,0.730463973601204
Montreal,Aridity_Index,0.14309,0.98896,0.94248,0.016664396701333118,0.017974332892621705,0.0020621840703042146,7.956182731660988e-5
Morelia,Aridity_Index,0.01294,0.34932,0,0.4356857321264972,0.30914581088090826,0.23648987131863544,0.5861809736684661
Muenster,Aridity_Index,0.00617,0.68928,0.00358,0.4033071605450562,0.1682466996955818,0.08346980159964294,0.46926062574658833
Munich,Aridity_Index,0.07462,0.22625,0,0.33474117799585723,0.18885755237458335,0.16502704834356513,0.4639878318220322
New_Haven,Aridity_Index,0,0.47595,2.5e-4,0.628105266009526,0.4362695954408609,0.11464603494522264,0.7092170721055855
New_York,Aridity_Index,0.02161,0.80896,0.70119,0.1071284310912524,0.005378047864495755,0.007659360472929299,0.08389674573001182
Newcastle,Aridity_Index,0.00113,0.72915,0.33685,0.1286235921239675,0.04956457565580103,0.02135751635703817,0.14465729137512928
Norfolk,Aridity_Index,0.00827,0.38762,0.63935,0.12034913598754733,0.013948511282514474,0.010278071857831304,0.1019511680213735
North_Bay,Aridity_Index,4.8e-4,0.1364,0.00144,0.2124847115646311,0.33196614250711487,0.09259941170379336,0.4413380321053534
Orangeville,Aridity_Index,0,0.63925,0.01629,0.1538941058681652,0.2513509888388,0.08812287378208904,0.34145632284914973
Ottawa,Aridity_Index,0.13874,0.27311,0.00188,0.3728361992349865,0.2365623709110071,0.09384882099939192,0.4788830157445453
Palmerston_North,Aridity_Index,0,0.73707,0,0.03194446261154934,0.293500516111551,0.24599715235798522,0.4100467358129213
Paris,Aridity_Index,0.00307,0.09639,0.00202,0.09877022726830023,0.06223042949581539,0.07348748402269856,0.1744657161540908
Philadelphia,Aridity_Index,0,0.01588,0,0.6952175097066464,0.23535346441870847,0.19763665376507747,0.7268368409764172
Pittsburgh,Aridity_Index,0,0.2194,0.0054,0.709678448718074,0.06055515679012007,0.08076796368884703,0.7089989519140771
Portland_ME,Aridity_Index,0.4568,1.2e-4,0.00276,0.09461938209993122,0.07357431438982084,0.09425583524953998,0.18532289623334985
Portland_OR,Aridity_Index,2e-5,0.66718,0.12226,0.4213730949089939,0.037029097523895306,0.038755449800963786,0.420063629776087
Providence,Aridity_Index,0.00462,0.38238,0.24736,0.10196054405999509,0.02938819299903214,0.02574489415235568,0.10761573337818198
Punta_Arenas,Aridity_Index,3.1e-4,0.90848,0,0.07094620005790643,0.31891987619793427,0.16539893500140881,0.3999579338480611
Quebec_City,Aridity_Index,0.23524,0.77684,0.94425,0.05990592463539429,0.009306375995185228,0.0024915757233841735,0.027484088113903016
Quito,Aridity_Index,0,0.04261,0,0.015502443022348348,0.24604041433262086,0.3057083103954218,0.41345499199542135
Raleigh,Aridity_Index,4e-5,0.0809,0,0.35093256877606727,0.40624075774544965,0.1846499274777284,0.5728919761694646
Rancagua,Aridity_Index,0.24798,0.02197,0,0.35035599850944643,0.17055927560899872,0.2252582383350825,0.4852134888525492
Reading,Aridity_Index,0,0.18221,3.8e-4,0.3306975051591279,0.4138732390056692,0.10227673641144377,0.5499748022932152
Rennes,Aridity_Index,0.02357,0.11782,0,0.5372780985819581,0.5879175338513354,0.46653878894368833,0.7658484778604625
Reutlingen,Aridity_Index,0.66317,0.3721,6.8e-4,0.1025579671365182,0.24410701698757284,0.10593389975389471,0.3276009926611899
Rochester,Aridity_Index,0,0.13896,0.02123,0.5436429809567298,0.18090626196525225,0.06540912937705409,0.5773963131917336
Rockford,Aridity_Index,0,0,0.04113,0.39414077689653654,0.26521605066864784,0.052659117572400396,0.4939464543837584
Sacramento,Aridity_Index,0.67999,0.01384,2e-5,0.2583720944816253,0.0869345777083858,0.14390558654590105,0.3522180695161109
Salem,Aridity_Index,0.37009,0.018,0.77787,0.20336167093408575,0.3198658317918669,0.007260736182910109,0.3959982293940284
Santa_Maria,Aridity_Index,0.33974,0.14449,0,0.24851011857988306,0.7511599475848038,0.39364556127018774,0.7749341010660191
Santiago,Aridity_Index,2.8e-4,0.78246,0.02972,0.28125910352129085,0.09435282981417417,0.052437084433031265,0.3279988696959517
Sapporo,Aridity_Index,0.0049,0.5736,6.1e-4,0.45282211248129,0.1407393588765065,0.10047250896835325,0.5040787652178476
Seattle,Aridity_Index,0.00113,0.85944,0.12722,0.33120065140574956,0.05547836986458845,0.0344628163961601,0.3437473245550977
Shanghai,Aridity_Index,2e-5,0.00777,8e-5,0.008451239996368771,0.18346981694779838,0.12989418981801773,0.24379595968243517
Sioux_Falls,Aridity_Index,0,0.002,0.03433,0.6610033488738928,0.12525489656425062,0.05889615379442386,0.6674870442383318
St_Louis,Aridity_Index,9.6e-4,0.52961,2.1e-4,0.5050709922314952,0.24069350035648587,0.1264394874647777,0.5775516798519389
Stockholm,Aridity_Index,0.00456,0.16431,0.01849,0.005906681432529403,0.059307878021696375,0.05868779173571085,0.07858975312330396
Stuttgart,Aridity_Index,0,0.33894,0.00194,0.3211684084636964,0.28408885193410094,0.0761877186662919,0.4686401936034138
Sudbury,Aridity_Index,4.1e-4,0.5626,0.00108,0.6437128083030468,0.23909500786403132,0.2015821573490262,0.6743395211916035
Sydney,Aridity_Index,0.24955,0.92512,0.00461,0.08263001670894403,0.3043123736802439,0.08498936447406122,0.3532731202111966
Tacoma,Aridity_Index,0.03071,0.41202,0.11191,0.003919722107139165,0.04172872764808548,0.03956033313989271,0.03800368808893162
Talca,Aridity_Index,0.68614,0.70428,0.02294,0.07554286964439524,0.26236267377366057,0.061010629296266,0.30352890128159593
Tampa,Aridity_Index,0.02752,0.99215,0.97327,0.28031858153440375,0.006667190133773075,0.004467607444627928,0.18612314552429388
Tehran,Aridity_Index,0.00628,0.14963,1e-5,0.04849969875583164,0.047577810590058174,0.15813583360331707,0.1887944035807746
Temuco,Aridity_Index,0.00489,0.05086,0,0.08122690710161802,0.43387446149780867,0.2013571693339332,0.508160235173277
Thessaloniki,Aridity_Index,0.02013,0.93416,0.02241,5.711814531744897e-4,0.1199721676895571,0.055317911391215766,0.12864518778309575
Tokyo,Aridity_Index,0.04787,0.04696,0.02429,0.23207406969812375,0.04703163986089471,0.04519651643317471,0.2605014641423542
Toluca,Aridity_Index,0.00111,0.99378,0.15912,0.31011220197148737,0.12972378729306064,0.0638554540207844,0.34619934475437864
Toronto,Aridity_Index,0,0.08256,0.79538,0.7993392989579865,0.1266717602578114,0.006361417175879203,0.7967374327828974
Trondheim,Aridity_Index,0.02821,0.32429,0.19601,0.16727426490258204,0.015770741065866595,0.030479382089404698,0.1617984975225938
Vancouver,Aridity_Index,0.11307,0.97667,0.647,2.1988699572729543e-4,0.06793649570590429,0.01123312236798159,0.03367891568660908
Victoria,Aridity_Index,0,1.1e-4,0,0.5996308022497031,0.003297878238337966,0.19241441205847726,0.6165537999950185
Warsaw,Aridity_Index,7.1e-4,0.2014,0,0.04686852576625083,0.39296281611079803,0.13883544869093678,0.44187896161998663
Washington,Aridity_Index,1.2e-4,5.4e-4,0.16926,0.19550251555113626,0.2675035406946201,0.029267980527746356,0.3643508048750622
Waterloo,Aridity_Index,0,0.21798,5e-5,0.2099560280349843,0.49170497017450326,0.18169117426062353,0.5672355504274545
Winnipeg,Aridity_Index,0.00959,0.35592,0.00394,0.28652659103527783,0.19119777743292507,0.07750650390358224,0.3946463275827049
Wollongong,Aridity_Index,0.98186,0.37819,0.01637,0.06640639238557701,0.2760513274067991,0.06956599665740093,0.312933116167483
Wuhan,Aridity_Index,1e-5,0.81393,0.01788,0.21352930527647648,0.37087372658580386,0.06317464782771277,0.457876647180834
Zurich,Aridity_Index,0.04407,0.62545,3.8e-4,0.09003531154289617,0.3294378427557377,0.11384955750353852,0.39119465741252846
Albuquerque,GDP_2005,0,0.09795,0.25029,0.3256977522428611,0.028164900269572253,0.026911003852946095,0.3201922023768927
Almada,GDP_2005,0.03182,0.70724,0.73429,0.022177125256529557,0.048169855238310494,0.007933006786555251,0.034712581074986426
Amsterdam,GDP_2005,0,0.37154,0.64114,0.414081243121349,0.049615063367592485,0.010892286008895184,0.40915941378583986
Anchorage,GDP_2005,0,0.0015,0.10913,0.41695086729215297,0.16217200873096624,0.03700254502576184,0.46394860656691284
Antwerp,GDP_2005,0,0,0,0.6113244982967754,0.16730188865989581,0.1739197952942598,0.6492747066551325
Armidale,GDP_2005,0,0,0,0.4264269613500797,0.11003319738616921,0.1763085438347929,0.4973658940945903
Athens,GDP_2005,0,9.4e-4,0.00642,0.3399319293155267,0.05143723652614784,0.11309264704429789,0.3701860945635791
Atlanta,GDP_2005,8e-5,0.00516,0.0083,0.16208401060566163,0.0087218982915194445,0.06696433792692365,0.18256269082525634
Atlantic_City,GDP_2005,0,2.1e-4,0.0013,0.2518873278176287,0.027740153043456128,0.09328812589420452,0.2890542624914533
Baltimore,GDP_2005,0,4.2e-4,9.4e-4,0.2784568100524193,0.017376056088236662,0.10591672197710318,0.3114980891498683
Barrie,GDP_2005,0.00129,0.03289,0.25217,0.4017518560776054,0.08036108311302188,0.04416255047008619,0.40293734933998826
Baton_Rouge,GDP_2005,0,0,1e-5,0.2091022298925803,0.06458568984235098,0.14196438047622226,0.30520285570198646
Beijing,GDP_2005,1e-5,0.0929,0.09834,0.3148473000937399,0.020074484298725735,0.06860555408030693,0.3051657515886207
Berlin,GDP_2005,0,0.06197,0.14522,0.4347793590952945,0.0661492385101028,0.04141266008457528,0.43973766823475
Bern,GDP_2005,0,0,1.2e-4,0.6093730091932168,0.2620101033395555,0.12606449018439558,0.6581693560934668
Bogota,GDP_2005,0,1e-5,6e-5,0.40204964950431754,0.035228274038873804,0.13775926198871613,0.43971718663030446
Boston,GDP_2005,0,5e-5,1e-4,0.37181373580390487,0.01264523049468142,0.11898510237171078,0.40096514474835776
Brantford,GDP_2005,0,3.5e-4,0.02925,0.45096326804120246,0.15749977444903893,0.08408996847636312,0.49116016001644014
Brighton,GDP_2005,0,0.00355,5.2e-4,0.42757638553322863,0.12516560634462054,0.11488241737713806,0.4808405759829939
Brussels,GDP_2005,0,0.00982,0.01991,0.6632217943002333,0.02331479562539897,0.08526671860779843,0.6553795543039238
Buenos_Aires,GDP_2005,0,0.00349,0.0127,0.4804451200262941,0.020739407227976528,0.05822417107798893,0.4825546895328445
Burlington,GDP_2005,0,0.00972,0.02538,0.23669341380865458,0.01130725902053244,0.044959354668074755,0.24400705054410665
Calgary,GDP_2005,0,1e-5,9e-5,0.44429513724603525,0.07286891519761092,0.12866338023198245,0.4839235560126637
Cambridge,GDP_2005,0,0,1.6e-4,0.6211639614438481,0.08567703301678792,0.12622085823172352,0.6361904190469228
Canberra,GDP_2005,0,0.06291,0.01997,0.24515609365452334,6.638996049338271e-4,0.0632964803436359,0.2486322713973479
Cape_Town,GDP_2005,0.07506,0.90195,0.93484,0.17379937919816543,0.002867182307403215,0.005700752462059831,0.10203219606232206
Charlotte,GDP_2005,1e-5,2e-5,1e-4,0.304842776142245,0.03292931958625302,0.12889623497593858,0.3545048366041168
Charlottetown,GDP_2005,0,0,0,0.4414861819978887,0.044362365630836405,0.18885336813014952,0.4960914567229163
Chicago,GDP_2005,0,3.7e-4,0.00299,0.6029708440073586,0.03743696739415312,0.07594807035196706,0.6061153591275108
Christchurch,GDP_2005,0,5.6e-4,3.4e-4,0.6347893180060056,0.010558204136033634,0.11241612182731704,0.6365251205649286
Cincinnati,GDP_2005,0,0,0,0.4341767247588333,0.0475932018510002,0.18916158988030135,0.48973078249191515
Cleveland,GDP_2005,0,9e-5,1.8e-4,0.28582851641217055,0.01662298009465802,0.11502945619696056,0.3257037053417212
Cologne,GDP_2005,0,8e-5,6.5e-4,0.5529879461098482,0.08200053220350247,0.15567852582837483,0.574114394226236
Curitiba,GDP_2005,0,1e-5,0.001,0.5766051164916274,0.10473763174270778,0.11805034982074163,0.5964856293166357
Denver,GDP_2005,0,8e-5,8.6e-4,0.3891477779881468,0.04878321973193464,0.0976058024173817,0.41916218372080005
Detroit,GDP_2005,0,0.00584,0.01129,0.30301813348143564,0.012454834127947019,0.07145477292285334,0.313150880755626
Edmonton,GDP_2005,5e-5,0.13292,0.5317,0.3849096046983296,0.03406803527573021,0.012607351579098374,0.37838871775881655
Fairbanks,GDP_2005,0,0.0083,0.09286,0.3961891330248991,0.07042368261809659,0.04203747725054083,0.4104142009529339
Fergus,GDP_2005,0,0.00093000000000000005,0.00181,0.5073855460698071,0.038471863116276935,0.18700514521399186,0.5229502508346321
Frankfurt,GDP_2005,0,0.32442,0.18677,0.2969157700053254,0.031518423230515555,0.03080831592047186,0.29656534309094607
Fredericton,GDP_2005,0.13873,7e-5,0.00114,0.23117773319312793,0.046684646804951,0.1014832703574231,0.2841686544648103
Freehold,GDP_2005,0,0.00121,2.8e-4,0.28853266540521927,0.02982152577750798,0.09915155583386807,0.3283054369354036
Ghent,GDP_2005,0,0,1.2e-4,0.7818604797568918,0.18719961252607467,0.12147081308959663,0.7892051724684822
Glasgow,GDP_2005,0,4e-5,1.8e-4,0.5862573222261787,0.031214655760513885,0.12540174487260444,0.5960379721332139
Guelph,GDP_2005,0,0.0035,0.05078,0.6600604026123379,0.1254833025230886,0.10176499587133073,0.6569553474824434
Halifax,GDP_2005,0,0,0.00227,0.3217984175548891,0.15382538182838038,0.09437067794385673,0.40473945938067235
Halle,GDP_2005,0,0,0,0.6537219337273156,0.09033606622591207,0.22359039243197298,0.6803251155441477
Helsinki,GDP_2005,0,0.07533,0.39731,0.2883519600154886,0.04106830017832511,0.020024755049766023,0.2863596664940212
Hempstead,GDP_2005,0,1e-5,0,0.31633191552129325,0.01415529130935231,0.2179609967691664,0.40350949009400505
Hiroshima,GDP_2005,0,0,1e-5,0.4353887196434829,0.08716772862331305,0.1414651100166051,0.4874577993995447
Houston,GDP_2005,1e-5,0.0061,0.00983,0.2271057028261313,0.014312148608698014,0.06725192840383803,0.24449408478403034
Indianapolis,GDP_2005,1e-5,0.00188,0.00478,0.28273686959437777,0.01395238431277217,0.06498811042277537,0.2986683677915173
Jacksonville,GDP_2005,0,0,3e-5,0.29703202470225426,0.06126349018508523,0.15036352328526514,0.37051860640362677
Kalamazoo,GDP_2005,3e-5,0.10145,0.15351,0.25432522529775653,0.028064659991008312,0.03482194539381519,0.2551336995835196
Kunming,GDP_2005,6e-5,0.0057,0.01669,0.22384140363329424,0.01656421705004439,0.05256840316629549,0.23787896458013558
Kyoto,GDP_2005,0,0.00756,0.02496,0.34870471998659763,0.029285590756875243,0.05494255154281123,0.35799760935462455
Lake_Charles,GDP_2005,0,0,0,0.5283163120522749,0.04392359103493608,0.3447296453781814,0.6109729831694666
Landshut,GDP_2005,0,0,0,0.49709257468673534,0.1289027295268361,0.14653760689767295,0.5505275222071415
Lansing,GDP_2005,0,3e-4,2.9e-4,0.3430640109515772,0.008857245226411197,0.11712589068391803,0.37111092482128594
Lanzhou,GDP_2005,2e-5,0.01665,0.05195,0.33855619684318206,0.022605343469690054,0.05006326216573001,0.3407547044738495
Latacunga,GDP_2005,2.7e-4,0.01155,0.02406,0.1558631691682947,0.012764265387660992,0.061145156622237455,0.17083954562596548
Leuven,GDP_2005,0,3.1e-4,0.00119,0.6064528483344334,0.03306352077554712,0.12355001140607116,0.6103556441486976
Linkoping,GDP_2005,0,0,0,0.752370334884597,0.06792472197297424,0.21076067230366655,0.7620221173412257
Lisbon,GDP_2005,0,4.6e-4,0.00328,0.37789508012124934,0.025390260526855647,0.06993581939185435,0.39308143541855045
Little_Rock,GDP_2005,0,0.55461,0.11281,0.4277348934791749,0.025076640315948653,0.04475817343439747,0.4209696462017295
London,GDP_2005,0,0.40317,0.28483,0.6124729283197499,0.015112323410181684,0.024880727056698203,0.6007107857110506
Los_Angeles,GDP_2005,0,3.4e-4,0.01567,0.39043698116140224,0.07470453365803789,0.06411628016113151,0.4161958178522339
